원본품목번호,원본분할,대분류,중분류,소분류,품목명,제조사,용량
30194,Training|Validation,의약외품,생리용품,오버나이트,유한)좋은느낌오버나이트10일반형,유한,10P
10219,Training|Validation,의약외품,생리용품,오버나이트,유한)좋은느낌오버나이트4팬티형L,유한,4개
90183,Training|Validation,의약외품,생리용품,오버나이트,유한)좋은느낌오버나이트4팬티형M,유한,1팩
30199,Training|Validation,의약외품,생리용품,오버나이트,유한)좋은느낌오버나이트8수퍼롬42CM,유한,8개
80150,Training|Validation,의약외품,생리용품,오버나이트,유한)화이트시크릿홀맥시슬림오버나이트날개형뉴,유한,12개
40202,Training|Validation,의약외품,생리용품,오버나이트,유한)화이트오버나이트14울트라슬림,유한,14개
30179,Training|Validation,의약외품,생리용품,오버나이트,유한)화이트오버나이트4팬티형L,유한,4개
10237,Training|Validation,의약외품,생리용품,오버나이트,유한좋은느낌 오버나이트33CM,유한,14개
80157,Training|Validation,의약외품,생리용품,오버나이트,좋은느낌유맥시슬림오버나이트날개형원,좋은느낌,12개
20230,Training|Validation,의약외품,생리용품,오버나이트,좋은느낌유수퍼롱오버나이트날개형원42CM,좋은느낌,8개
66189,Training|Validation,의약외품,위생용품,위생솜/거즈,대한위재상사)대한에탄올스왑100팩,대한위재상사,100팩
80202,Training|Validation,의약외품,위생용품,위생솜/거즈,신한제약가디언가아제10cm*10cm*8겹,신한제약,5매
90239,Training|Validation,의약외품,위생용품,위생솜/거즈,유한양행해피홈알콜스왑,유한양행,40개
50141,Training|Validation,의약외품,유아용품,유아/아동용치약,그린원일B&B 어린이치약플러스(오렌지맛),그린원일,80G
80250,Training|Validation,의약외품,유아용품,유아/아동용치약,동아제약)가그린 어린이용 풍선껌,동아제약,380ML
30161,Training|Validation,의약외품,유아용품,유아/아동용치약,애경2080 키즈3 스텝치약 베리믹스향,애경,75g
30162,Training|Validation,의약외품,유아용품,유아/아동용치약,제이엠제약뽀로로치약 메론향,제이엠기획,90g
30181,Training|Validation,의약외품,유아용품,유아양기저귀,매직팬티컴포트,매직팬티,3개
A30002,Training|Validation,의약외품,위생용품,임신/배란테스트기,(주)수진텍굿뉴스얼리체크,동아제약,1EA
45279,Training|Validation,의약외품,위생용품,임신/배란테스트기,브랜즈홀딩스)개인용체외진단검사시약1갑,브랜즈홀딩스,1갑
45278,Training|Validation,의약외품,위생용품,임신/배란테스트기,브랜즈홀딩스)개인용체외진단검사시약2갑,브랜즈홀딩스,2갑
90241,Training|Validation,의약외품,위생용품,임신/배란테스트기,유한양행배란진단키트비포,유한양행,1개
90240,Training|Validation,의약외품,위생용품,임신/배란테스트기,유한양행임신진단키트애프터,유한양행,1개
20224,Training|Validation,의약외품,주방용품,지퍼백/비닐백,크린랩)뽑아쓰는 크린백 30cm X 45cm,크린랩,300매
20196,Training|Validation,의약외품,위생용품,치약,메디안치석케어93%120G,LG생환건강,120G
20115,Training|Validation,의약외품,위생용품,치약,46cm페리오오래가는민트,LG생활건강,100g
40189,Training|Validation,의약외품,구강용품,치약,그린원일자일덴트 상쾌한치약모과민트,그린원일,110G
15804,Training|Validation,의약외품,구강용품,치약,동국제약 덴트릭스150G,동국제약,150G
80140,Training|Validation,의약외품,구강용품,치약,동아제약)가그린오리지널250ml,동아제약,250ML
70162,Training|Validation,의약외품,구강용품,치약,부광 안티프라그 치약,부광 안,130g
30164,Training|Validation,의약외품,구강용품,치약,부광약품시린메드에프치약,부광약품,125g
10204,Training|Validation,의약외품,구강용품,치약,아모레)메디안 덴탈화이트 플러스 미백치약 스피아향,아모레퍼시픽,100g
10203,Training|Validation,의약외품,구강용품,치약,아모레)메디안 덴탈화이트 플러스 미백치약 푸르터향,아모레퍼시픽,100g
70171,Training|Validation,의약외품,구강용품,치약,아모레)송천염치약150G,아모레퍼시픽,150G
30081,Training|Validation,의약외품,구강용품,치약,아모레퍼시픽)메디안치석오리지널치약120G,아모레퍼시픽,120G
30165,Training|Validation,의약외품,구강용품,치약,아모레퍼시픽메디안 덴탈솔루션치약,아모레퍼시픽,150g
40303,Training|Validation,의약외품,구강용품,치약,애경)2080 진지발리스K 허벌민트,애경,120G
60154,Training|Validation,의약외품,구강용품,치약,애경2080시그네처150G,애경,150G
40191,Training|Validation,의약외품,구강용품,치약,애경2080진지발리스120G,애경,120G
20116,Training|Validation,의약외품,위생용품,치약,2080시그니처토탈블루,애경산업,125g
90174,Training|Validation,의약외품,구강용품,치약,2080퓨어솔트치약크리스탈민트향160G,애경산업,160G
10215,Training|Validation,의약외품,구강용품,치약,2080퓨어솔트치약핑크민트향160G,애경산업,160G
30080,Training|Validation,의약외품,구강용품,치약,LG생활건강)페리오토탈7오리지널어드밴스치약120G,엘지생활건강,120G
50140,Training|Validation,의약외품,구강용품,치약,LG생활건강죽염 내추럴 후레쉬허브알파치약,엘지생활건강,160g
60155,Training|Validation,의약외품,구강용품,치약,LG생활건강클라이덴 화이트닝 솔루션 뉴 치약,엘지생활건강,120g
70164,Training|Validation,의약외품,구강용품,치약,LG생활건강페리오 46센티미터 굿스멜링치약,엘지생활건강,100g
90173,Training|Validation,의약외품,구강용품,치약,LG생활건강페리오 46센티미터 플러스 맥스후레쉬치약,엘지생활건강,100g
50139,Training|Validation,의약외품,구강용품,치약,덴탈크리닉2080시그니처토탈그린,엘지생활건강,150g
80138,Training|Validation,의약외품,구강용품,치약,유니레버클로즈업아이스후레쉬치약160G,유니레버코리아,160g
30071,Training|Validation,의약외품,구강용품,치약,크리오)크리오딥플러스치약120G,크리오,120G
70163,Training|Validation,의약외품,구강용품,치약,클라이덴치석케어120G,클라이,120G
10213,Training|Validation,의약외품,구강용품,치약,클링스스케일링케어스트롱민트치약100G,페리오,100G
10214,Training|Validation,의약외품,구강용품,치약,클링스스케일링케어쿨링민트치약100G,페리오,100G
80146,Training|Validation,의약외품,구강용품,치약,페리오브레쓰케어알파치약160G,페리오,160G
40182,Training|Validation,의약외품,구강용품,치약,페리오캐비티케어알파치약160G,페리오,160G
30163,Training|Validation,의약외품,구강용품,치약,페리오토탈7스트롱어드밴스치약140G,페리오,140G
80147,Training|Validation,의약외품,구강용품,치약,페리오토탈7오리지널어드밴스치약140G,페리오,140G
10267,Training|Validation,의약외품,위생용품,콘돔,메디바이스PlayBoy유틸리티울트라씬,기타,3개
15258,Training|Validation,의약외품,위생용품,콘돔,원포 임신테스트기3개입,기타,3개입
40248,Training|Validation,의약외품,위생용품,콘돔,듀오스킨투스킨,듀오스킨,3개
50208,Training|Validation,의약외품,위생용품,콘돔,바른생각베스트셀러콘돔3종세트,바른생각,3개
20260,Training|Validation,의약외품,위생용품,콘돔,바른생각익스트림에어핏,바른생각,3개
20259,Training|Validation,의약외품,위생용품,콘돔,아우성슬림3매,바이오제네틱스,3개
70230,Training|Validation,의약외품,위생용품,콘돔,오카모토0.02하이드로폴리우레탄,오카모토,3개
40250,Training|Validation,의약외품,위생용품,콘돔,오카모토003ALOE,오카모토,3개
20261,Training|Validation,의약외품,위생용품,콘돔,오카모토003리얼핏,오카모토,3개
40249,Training|Validation,의약외품,위생용품,콘돔,인토스인터네셔날쿠쿠스무스BY그린바나나,인토스인터네셔날,3개
30230,Training|Validation,의약외품,제습/탈취,탈취제,벤텍스헬시크린리프레셔(향균스프레이),벤텍스헬,100ML
20195,Training|Validation,의약외품,생리용품,탐폰,유한킴벌리화이트 탐폰슈퍼8개,유한킴벌리,8개
30180,Training|Validation,의약외품,위생용품,탐폰,태봉템포레귤러10개,태봉,10개
45292,Training|Validation,의약외품,위생용품,파스,대일화학공업)대일뉴아이스쿨에어로솔200ML,대일화학공업,200ML
45302,Training|Validation,의약외품,위생용품,파스,일명제약)멘소래담R스프레이-에스180ML,일명제약,180ML
80080,Training|Validation,의약외품,생리용품,팬티라이너,소피바디피트천연코튼팬티라이너라벤더,소피바디,20개입
90191,Training|Validation,의약외품,생리용품,팬티라이너,엘지유니참주식회사소피귀애랑 소형18개,엘지생활건강,56G
80148,Training|Validation,의약외품,생리용품,팬티라이너,웰크론헬스케어예지미인윤슬 팬티라이너일반20개,웰크론헬스케어,20개입
60165,Training|Validation,의약외품,생리용품,팬티라이너,웰크론헬스케어예지미인윤슬17.5CM(팬티라이너롱),웰크론헬스케어,17.5CM
10217,Training|Validation,의약외품,생리용품,팬티라이너,유한)화이트데일리라이너일반,유한,48개
90175,Training|Validation,의약외품,생리용품,팬티라이너,유한킴벌리좋은느낌 라이너 일반40개,유한킴벌리,40개
80076,Training|Validation,의약외품,위생용품,핸드워시/손세정제,그리니아)그리니아겔(에탄올)50ML,그리니아,50ML
A30003,Training|Validation,의약외품,위생용품,핸드워시/손세정제,(주)나투젠'올'바른생활,나투젠,60ML
20309,Training|Validation,의약외품,위생용품,핸드워시/손세정제,나투젠)포멀비 데일리 손소독청결제,나투젠,300ML
80251,Training|Validation,의약외품,위생용품,핸드워시/손세정제,나투젠)포멀비 데일리손소독스프레이,나투젠,50ML
45098,Training|Validation,의약외품,위생용품,핸드워시/손세정제,동일제약 아트릭스 에스오에스핸드세니타이저60G,동일제약,60G
A30009,Training|Validation,의약외품,위생용품,핸드워시/손세정제,(주)에프에이해피홈알콜스왑,에프에이,100매
55254,Training|Validation,의약외품,위생용품,핸드워시/손세정제,유한양행그린핑거손소독제겔,유한양행,350ML
66129,Training|Validation,의약외품,위생용품,핸드워시/손세정제,유한킴벌리)그린핑거손소독물티슈99.9%살균소독,유한킴벌리,30매입
45706,Training|Validation,의약외품,위생용품,핸드워시/손세정제,해피코스메틱)센텐스손소독제(에탄올겔),해피바스,50ML
55736,Training|Validation,의약외품,위생용품,핸드워시/손세정제,해피코스메틱)센텐스손소독제(에탄올겔),해피코스메틱,50ML
46102,Training|Validation,이/미용,화장품,BB/파운데이션/컴팩트류,네이처리퍼블릭)네이처리퍼블릭보테니컬오렌지포어파우더,네이처리퍼블릭,4G
36021,Training|Validation,이/미용,화장품,BB/파운데이션/컴팩트류,엔프라니)홀리카홀리카퓨리포어노세범파우더,엔프라니,7G
36016,Training|Validation,이/미용,화장품,BB/파운데이션/컴팩트류,엔프라니)홀리카홀리카하드커버글로우스틱파운데이션01웜아이보리,엔프라니,12G
36017,Training|Validation,이/미용,화장품,BB/파운데이션/컴팩트류,엔프라니)홀리카홀리카하드커버글로우스틱파운데이션03샌드아이보리,엔프라니,12G
36018,Training|Validation,이/미용,화장품,BB/파운데이션/컴팩트류,엔프라니)홀리카홀리카하드커버글로우스틱파운데이션4허니,엔프라니,12G
55893,Training|Validation,이/미용,화장품,BB/파운데이션/컴팩트류,유니레버코리아)폰즈렌젤페이스매티파임페이스파우더,유니레버코리아,50G
55892,Training|Validation,이/미용,화장품,BB/파운데이션/컴팩트류,유니레버코리아)폰즈매직비비파우더,유니레버코리아,50G
45544,Training|Validation,이/미용,화장품,BB/파운데이션/컴팩트류,코스맥스)웻앤와일드메가쿠션파운데이션,코스맥스,15G
35614,Training|Validation,이/미용,위생용품,건강마스크,티피지)마음이편안한아이마스크그린(애플민트향),티피지,5매입
35615,Training|Validation,이/미용,위생용품,건강마스크,티피지)마음이편안한아이마스크네이비(라벤더향),티피지,5매입
25505,Training|Validation,이/미용,위생용품,건강마스크,허밍아비스 스팀베이스데일리아이마스크 라벤더호수향 5매입,허밍아비스,5매입
25506,Training|Validation,이/미용,위생용품,건강마스크,허밍아비스 스팀베이스데일리아이마스크 밤공기향 5매입,허밍아비스,5매입
25491,Training|Validation,이/미용,위생용품,건강마스크,허밍아비스 스팀베이스데일리아이마스크 장미향 5매입,허밍아비스,5매입
25490,Training|Validation,이/미용,위생용품,건강마스크,허밍아비스 스팀베이스데일리아이마스크 카모마일향 5매입,허밍아비스,5매입
45597,Training|Validation,이/미용,위생용품,건강마스크,허밍아비스)스팀베이스데일리아이마스크,허밍아비스,5개입
25610,Training|Validation,이/미용,위생용품,건강마스크,허빙아비스 스팀베이스데일리아이마스크 자몽나무향 5매입,허밍아비스,5매입
45575,Training|Validation,이/미용,화장품,공병/모델링팩전용도구,에스아이)라운드향수공병,에스아이,1개
35503,Training|Validation,이/미용,캔디,기능성캔디,제니코식품)스민트레몬향,제니코식품,35G
35502,Training|Validation,이/미용,캔디,기능성캔디,제니코식품)스민트유칼립투스향,제니코식품,35G
35501,Training|Validation,이/미용,캔디,기능성캔디,제니코식품)스민트혼합과일향,제니코식품,35G
15584,Training|Validation,이/미용,위생용품,기름종이,더페이스샵 오일클리어기름종이파우더 6G,더페이스샵,6G
65520,Training|Validation,이/미용,유아용품,기저귀크림/파우더,존슨즈베이비파우다(탈크)(오리지널향),존슨앤존스,200G
26037,Training|Validation,이/미용,유아용품,기저귀크림/파우더,한국존슨앤드존슨 콘스타치베이비파우더200G,한국존슨앤드존슨,200G
65519,Training|Validation,이/미용,기타,기타,아츠스튜디오298덕트릿,기타,150G
66217,Training|Validation,이/미용,기타,기타,네이처리퍼블릭)리얼네이처올리브클렌징크림,네이처리퍼블릭,200ML
55882,Training|Validation,이/미용,기타,기타,씨제이올리브영)필리밀리실리콘클렌징패드(민트)1개입,씨제이올리브영,1개입
35152,Training|Validation,이/미용,기타,기타,LG생활과학)엘인메트80G라스틴맨,엘지생활건강,80G
15687,Training|Validation,이/미용,기타,기타,한국존슨앤드존슨 클린앤드클리어 클렌징토너 125ML,한국존슨앤드존슨,125ML
66203,Training|Validation,이/미용,유아용품,기타용품,태일화확)마더케이일회용분유저장팩,태일화확,30매
30246,Training|Validation,이/미용,화장품,남성스킨케어세트,리더스더마소울에닛올인원에센스,리더스더,150ML
66249,Training|Validation,이/미용,화장품,남성용스킨케어류,네이처리퍼블릭)아르간옴므스킨,네이처리퍼블릭,130ML
45262,Training|Validation,이/미용,화장품,남성용스킨케어류,독일)니베아맨쿨킥애프터쉐이브스킨100ML,니베아,100ML
15298,Training|Validation,이/미용,화장품,남성용스킨케어류,에스겔 타임리스블랙옴므밸런싱로션130ML,에스겔,130ML
15313,Training|Validation,이/미용,화장품,남성용스킨케어류,에스겔 타임리스블랙옴므밸런싱스킨130ML,에스겔,130ML
56016,Training|Validation,이/미용,화장품,네일케어도구,CJ올리브영)웨이크메이크네일건02진저핑크,CJ올리브영,1개입
56020,Training|Validation,이/미용,화장품,네일케어도구,CJ올리브영)웨이크메이크네일건04핑크몬스터,CJ올리브영,1개입
56018,Training|Validation,이/미용,화장품,네일케어도구,CJ올리브영)웨이크메이크네일건11익스트림블랙,CJ올리브영,1개입
56017,Training|Validation,이/미용,화장품,네일케어도구,CJ올리브영)웨이크메이크네일건16차콜리스타,CJ올리브영,1개입
56015,Training|Validation,이/미용,화장품,네일케어도구,CJ올리브영)웨이크메이크네일건17웨딩베이지,CJ올리브영,1개입
56019,Training|Validation,이/미용,화장품,네일케어도구,CJ올리브영)웨이크메이크네일건매트탑,CJ올리브영,1개입
26119,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭 컬러앤네이처01체리레드,네이처리퍼블릭,1개
26120,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭 컬러앤네이처05블랙블랙,네이처리퍼블릭,1개
26121,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭 컬러앤네이처08빈티지데님,네이처리퍼블릭,1개
26122,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭 컬러앤네이처17레드빈퍼플,네이처리퍼블릭,1개
26123,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭 컬러앤네이처20스윗피어니,네이처리퍼블릭,1개
26124,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭 컬러앤네이처32크로아상,네이처리퍼블릭,1개
26125,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭 컬러앤네이처37핑크마카롱,네이처리퍼블릭,1개
26126,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭 컬러앤네이처57실버커플링,네이처리퍼블릭,1개
26127,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭 컬러앤네이처64레드빔,네이처리퍼블릭,1개
26128,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭 컬러앤네이처미러탑코트,네이처리퍼블릭,1개
66268,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭)네이처리퍼블릭56골드커플링,네이처리퍼블릭,1개입
46143,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭)네이처리퍼블릭컬러앤네이처04블랙커런트,네이처리퍼블릭,1개
66265,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭)네이처리퍼블릭컬러앤네이처06다크그린,네이처리퍼블릭,1개입
66264,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭)네이처리퍼블릭컬러앤네이처07인디고블루,네이처리퍼블릭,1개입
66266,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭)네이처리퍼블릭컬러앤네이처16애쉬퍼플,네이처리퍼블릭,1개입
66267,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭)네이처리퍼블릭컬러앤네이처25로제와인,네이처리퍼블릭,1개입
46144,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭)네이처리퍼블릭컬러앤네이처30에브리데이,네이처리퍼블릭,1개
46145,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭)네이처리퍼블릭컬러앤네이처38브릭로즈,네이처리퍼블릭,1개
46157,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭)네이처리퍼블릭컬러앤네이처51드림걸즈,네이처리퍼블릭,1개
46158,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭)네이처리퍼블릭컬러앤네이처52핑크블룸,네이처리퍼블릭,1개
46146,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭)네이처리퍼블릭컬러앤네이처59이브닝나잇,네이처리퍼블릭,1개
46142,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭)네이처리퍼블릭컬러앤네이처탑코트,네이처리퍼블릭,1개
46160,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭)네이처리퍼블릭컬러왈츠06그린팝,네이처리퍼블릭,1개
46159,Training|Validation,이/미용,화장품,네일케어도구,네이처리퍼블릭)네이처리퍼블릭컬러왈츠10퍼플팝,네이처리퍼블릭,1개
16093,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어03화사한핑크,더샘,1개입
16094,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어04뜨거운핑크,더샘,1개입
16095,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어05명랑레드,더샘,1개입
26140,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어07레드쇼,더샘,1개
16096,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어08정열레드,더샘,1개입
16037,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어100코랄유니버스,더샘,1개
26148,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어101바닐라시럽,더샘,1개
16099,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어103블루밀크티,더샘,1개입
26093,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어105실버오페라,더샘,1개
26088,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어106봉숭아시럽,더샘,1개
16100,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어108연유시럽,더샘,1개입
16101,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어109로즈시럽,더샘,1개입
26091,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어10비비드자몽,더샘,1개
26139,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어14딥퍼플,더샘,1개
16102,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어152정열의파워블루,더샘,1개입
26141,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어16누드아몬드,더샘,1개
16097,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어17브라운터틀넥,더샘,1개입
26142,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어20딥브라운,더샘,1개
26143,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어24파스텔민트,더샘,1개
26144,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어30진한블루,더샘,1개
26145,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어31비비드네이비,더샘,1개
16038,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어32화이트셔츠,더샘,1개
16044,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어35비비드블랙,더샘,1개
26146,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어38실버다이아,더샘,1개
26095,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어41사파이어,더샘,1개
26089,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어47설레이는오로라,더샘,1개
16042,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어51우주블랙,더샘,1개
26129,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어54정열의파워연핑크,더샘,1개
26130,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어59프리즘오렌지,더샘,1개
26131,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어60프리즘레드,더샘,1개
26132,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어61프리즘로즈,더샘,1개
26094,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어64보스톤그레이,더샘,1개
16039,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어67레더브라운,더샘,1개
16041,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어68레더레드와인,더샘,1개
26090,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어72별,더샘,1개
16036,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어75도트블랙,더샘,1개
26133,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어77블링크핑크,더샘,1개
26134,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어81레트로와인,더샘,1개
16098,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어82드라이로즈,더샘,1개입
26086,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어83캡틴스웨터,더샘,1개
26135,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어85퍼시몬오렌지,더샘,1개
26136,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어86정글민트,더샘,1개
26147,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어87프레쉬올리브,더샘,1개
26137,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어89딥그린,더샘,1개
26138,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어92딥네이비,더샘,1개
16035,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어95더스티코랄,더샘,1개
26087,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어97헬시코랄,더샘,1개
26092,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어99자몽코랄,더샘,1개
16040,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어베이스코트,더샘,1개
16043,Training|Validation,이/미용,화장품,네일케어도구,더샘 네일웨어젤탑코트,더샘,1개
36086,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어#71베리믹스,더샘인터내셔날,1개
36096,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어#73블라썸,더샘인터내셔날,1개
36023,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어02패션왕핑크,더샘인터내셔날,1개
36083,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어06패션왕레드,더샘인터내셔날,1개
36031,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어102아쿠아민트,더샘인터내셔날,1개
46132,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어104블루웨이브,더샘인터내셔날,1개
36032,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어107자몽시럽,더샘인터내셔날,1개
36089,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어11비비드오렌지,더샘인터내셔날,1개
46124,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어13옐로우오렌지,더샘인터내셔날,1개
36090,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어15편안한베이지,더샘인터내셔날,1개
36095,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어18레드빈브라운,더샘인터내셔날,1개
36085,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어19초콜렛브라운,더샘인터내셔날,1개
36087,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어21초코타르트,더샘인터내셔날,1개
36024,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어23개나리옐로우,더샘인터내셔날,1개
36025,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어25파스텔그린,더샘인터내셔날,1개
36092,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어26그린,더샘인터내셔날,1개
36091,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어27딥카키,더샘인터내셔날,1개
36026,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어29파스텔블루,더샘인터내셔날,1개
46125,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어34그레이맨투맨,더샘인터내셔날,1개
46126,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어48반짝이는실버,더샘인터내셔날,1개
46127,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어49화려한골드,더샘인터내셔날,1개
46128,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어50완벽한핑크,더샘인터내셔날,1개
46129,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어69레더누드베이지,더샘인터내셔날,1개
36027,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어78인디핑크,더샘인터내셔날,1개
36028,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어79로지레드,더샘인터내셔날,1개
36029,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어80로즈버건디,더샘인터내셔날,1개
36088,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어84셀럽샐먼,더샘인터내셔날,1개
36030,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어88고요한그린,더샘인터내셔날,1개
36084,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어94밀키라벤더,더샘인터내셔날,1개
46130,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어96오렌지코랄,더샘인터내셔날,1개
46131,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어98코지코랄,더샘인터내셔날,1개
46123,Training|Validation,이/미용,화장품,네일케어도구,더샘인터내셔날)더샘네일웨어손톱강화제,더샘인터내셔날,1개
65595,Training|Validation,이/미용,화장품,네일케어도구,더페이스샵리페어네일03퀵드라이탑코트,더페이스샵,10ML
55582,Training|Validation,이/미용,화장품,네일케어도구,더페이스샵리페어네일05핑크네일영양제,더페이스샵,10ML
65593,Training|Validation,이/미용,화장품,네일케어도구,더페이스샵리페어네일06다이아네일강화제,더페이스샵,10ML
