원본품목번호,원본분할,대분류,중분류,소분류,품목명,제조사,용량
45426,Training|Validation,상온HMR,레토르트,즉석국/찌개,오뚜기)서울식쇠고기보양탕,오뚜기,500G
45425,Training|Validation,상온HMR,레토르트,즉석국/찌개,오뚜기)수원식우거지갈비탕,오뚜기,500G
45424,Training|Validation,상온HMR,레토르트,즉석국/찌개,오뚜기)안동식쇠고기국밥,오뚜기,500G
30151,Training|Validation,상온HMR,레토르트,즉석국/찌개,오뚜기맛있는미역국18G,오뚜기,18G
15426,Training|Validation,상온HMR,레토르트,즉석국/찌개,오뚜기부산식돼지국밥곰탕,오뚜기,500G
55451,Training|Validation,상온HMR,레토르트,즉석국/찌개,오뚜기서울식설렁탕,오뚜기,500G
15424,Training|Validation,상온HMR,레토르트,즉석국/찌개,오뚜기의정부식부대찌개,오뚜기,500G
10241,Training|Validation,상온HMR,레토르트,즉석국/찌개,오뚜기전복죽285g,오뚜기,285g
15425,Training|Validation,상온HMR,레토르트,즉석국/찌개,오뚜기종로식도가니탕,오뚜기,500G
55975,Training|Validation,상온HMR,레토르트,즉석국/찌개,롯데쇼핑)요리하다사골곰탕,요리하다,500G
25700,Training|Validation,상온HMR,레토르트,즉석국/찌개,이마트 피코크 정갈한북어해장국 500G,이마트,500G
25701,Training|Validation,상온HMR,레토르트,즉석국/찌개,이마트 피코크 정갈한소고기들깨미역국 500G,이마트,500G
15718,Training|Validation,상온HMR,레토르트,즉석국/찌개,이마트 피코크 정갈한오징어무국 500G,이마트,500G
25699,Training|Validation,상온HMR,레토르트,즉석국/찌개,이마트 피코크 정갈한홍합미역국 500G,이마트,500G
25695,Training|Validation,상온HMR,레토르트,즉석국/찌개,이마트 피코크 진한닭곰탕 500G,이마트,500G
25694,Training|Validation,상온HMR,레토르트,즉석국/찌개,이마트 피코크 진한설렁탕 500G,이마트,500G
25696,Training|Validation,상온HMR,레토르트,즉석국/찌개,이마트 피코크 진한소고기장터국 500G,이마트,500G
25698,Training|Validation,상온HMR,레토르트,즉석국/찌개,이마트 피코크 진한우거지추어탕 500G,이마트,500G
25697,Training|Validation,상온HMR,레토르트,즉석국/찌개,이마트 피코크 진한육개장 500G,이마트,500G
15667,Training|Validation,상온HMR,레토르트,즉석국/찌개,정풍 아이맛있는한우배추된장국 200G,정풍,200G
35664,Training|Validation,상온HMR,레토르트,즉석국/찌개,정풍)아이맛있는한우나주곰탕,정풍,200G
15423,Training|Validation,상온HMR,레토르트,즉석국/찌개,종가집종가반상곱창육개장,종가집,450G
65450,Training|Validation,상온HMR,레토르트,즉석국/찌개,종가집종가반상남도추어탕,종가집,450G
15477,Training|Validation,상온HMR,레토르트,즉석국/찌개,청정원 일상가정식 나주곰탕 450G,청정원,450G
15453,Training|Validation,상온HMR,레토르트,즉석국/찌개,청정원 일상가정식 얼큰양곰탕 450G,청정원,450G
25455,Training|Validation,상온HMR,레토르트,즉석국/찌개,청정원 일상가정식 장어탕 450G,청정원,450G
15476,Training|Validation,상온HMR,레토르트,즉석국/찌개,청정원 일상가정식 한우진곰탕 450G,청정원,450G
35454,Training|Validation,상온HMR,레토르트,즉석국/찌개,청정원)남도추어탕,청정원,450G
55452,Training|Validation,상온HMR,레토르트,즉석국/찌개,체리푸드요리하다강화섬계탕,체리푸드,1KG
55904,Training|Validation,상온HMR,레토르트,즉석국/찌개,커머스파크)아이맛있는한우미역국200G,커머스파크,200G
65409,Training|Validation,상온HMR,레토르트,즉석국/찌개,태원식품산업파육개장,태원식품,500G
65406,Training|Validation,상온HMR,레토르트,즉석국/찌개,홈플러스국내산인삼삼계탕,홈플러스,900G
15479,Training|Validation,상온HMR,레토르트,즉석국/찌개,홈플러스시그니쳐 사골곰탕 500G,홈플러스,400G
50173,Training|Validation,상온HMR,레토르트,즉석국밥,CJ햇반컵반육개장국밥,CJ제일제당,217G
55024,Training|Validation,상온HMR,레토르트,즉석국밥,오뚜기황태콩나물해장국밥301.5G,오뚜기,301.5G
50181,Training|Validation,상온HMR,레토르트,즉석국밥,오뚜기황태콩나물해장국밥301.5g,오뚜기,301.5g
35227,Training|Validation,상온HMR,레토르트,즉석면류,농업회사법인현농)순쌀파스타크림앤치즈80G,농업회사법인현농,80G
65040,Training|Validation,상온HMR,레토르트,즉석면류,롯데쉐푸드스파게티까르보나라,롯데푸드,220G
65041,Training|Validation,상온HMR,레토르트,즉석면류,롯데쉐푸드스파게티볼로네이즈,롯데푸드,220G
35222,Training|Validation,상온HMR,레토르트,즉석면류,이가자연면)감자수제비182.5G,이가자연면,182.5G
35224,Training|Validation,상온HMR,레토르트,즉석면류,이가자연면)얼큰주세비183.5G,이가자연면,183.5G
45056,Training|Validation,상온HMR,레토르트,즉석면류,홈플러스육개장칼국수,홈플러스,660G
15447,Training|Validation,상온HMR,레토르트,즉석밥,CJ 햇반컵반 강된장보리비빔밥 280G,CJ제일제당,280G
25423,Training|Validation,상온HMR,레토르트,즉석밥,CJ 햇반컵반 고추장나물현미비빔밥 229G,CJ제일제당,229G
25417,Training|Validation,상온HMR,레토르트,즉석밥,CJ 햇반컵반 미역국밥 167G,CJ제일제당,167G
25424,Training|Validation,상온HMR,레토르트,즉석밥,CJ 햇반컵반 볶은김치덮밥 247G,CJ제일제당,247G
25418,Training|Validation,상온HMR,레토르트,즉석밥,CJ 햇반컵반 사골곰탕국밥 166G,CJ제일제당,166G
15446,Training|Validation,상온HMR,레토르트,즉석밥,CJ 햇반컵반 스팸마요덮밥 219G,CJ제일제당,219G
25421,Training|Validation,상온HMR,레토르트,즉석밥,CJ 햇반컵반 직화불고기덮밥 257G,CJ제일제당,257G
15445,Training|Validation,상온HMR,레토르트,즉석밥,CJ 햇반컵반 철판제육덮밥 256G,CJ제일제당,256G
25422,Training|Validation,상온HMR,레토르트,즉석밥,CJ 햇반컵반 치킨커리덮밥 278G,CJ제일제당,278G
25419,Training|Validation,상온HMR,레토르트,즉석밥,CJ 햇반컵반 콩나물해장국밥 270G,CJ제일제당,270G
25420,Training|Validation,상온HMR,레토르트,즉석밥,CJ 햇반컵반 황태국밥 170G,CJ제일제당,170G
20228,Training|Validation,상온HMR,레토르트,즉석밥,CJ)햇반컵반중화마파두부덮밥270G,CJ제일제당,270G
80177,Training|Validation,상온HMR,레토르트,즉석밥,CJ햇반컵반김치날치알밥188g,CJ제일제당,188g
20235,Training|Validation,상온HMR,레토르트,즉석밥,CJ햇반컵반낙지콩나물비빔밥216g,CJ제일제당,216g
40221,Training|Validation,상온HMR,레토르트,즉석밥,CJ햇반컵반닭곰탕밥261g,CJ제일제당,261g
30202,Training|Validation,상온HMR,레토르트,즉석밥,CJ햇반컵반버섯곤드레비빔밥189g,CJ제일제당,189g
80178,Training|Validation,상온HMR,레토르트,즉석밥,CJ햇반컵반버터장조림비빔밥216g,CJ제일제당,216g
10240,Training|Validation,상온HMR,레토르트,즉석밥,CJ햇반컵반설렁탕밥253g,CJ제일제당,253g
90205,Training|Validation,상온HMR,레토르트,즉석밥,CJ햇반컵반직화볶음짜장덮밥280G,CJ제일제당,280G
15103,Training|Validation,상온HMR,레토르트,즉석밥,남양 맘스쿠킹 닭백숙 진밥 100G,남양유업,100G
15430,Training|Validation,상온HMR,레토르트,즉석밥,동원 쎈쿡 100%통곡물밥3개입 585G,동원F&B,585G
15429,Training|Validation,상온HMR,레토르트,즉석밥,동원 쎈쿡 혼합곡밥3개입 630g,동원F&B,630G
25403,Training|Validation,상온HMR,레토르트,즉석밥,동원 쎈쿡 흑미밥3개입 630G,동원F&B,630G
56097,Training|Validation,상온HMR,레토르트,즉석밥,롯데푸드)닭가슴살짜장밥,롯데푸드,180G
56098,Training|Validation,상온HMR,레토르트,즉석밥,롯데푸드)한우불고기밥,롯데푸드,180G
46090,Training|Validation,상온HMR,레토르트,즉석밥,씨제이)햇반컵반불닭마요덮밥,씨제이제일제당,219G
66241,Training|Validation,상온HMR,레토르트,즉석밥,아이배냇)아이배냇꼬마한끼영양밥닭가슴살곤드레,아이배냇,150G
56026,Training|Validation,상온HMR,레토르트,즉석밥,아이배냇)아이배냇꼬마한끼영양밥쇠고기시금치,아이배냇,150G
56025,Training|Validation,상온HMR,레토르트,즉석밥,아이배냇)아이배냇꼬마한끼영양밥전복톳,아이배냇,150G
15450,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기 컵밥 부산식돼지국밥 316G,오뚜기,316G
25425,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기 컵밥 불닭마요덮밥 277g,오뚜기,277g
25430,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기 컵밥 소시지 야채덮밥 280G,오뚜기,280G
25428,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기 컵밥 소시지 카레덮밥 315G,오뚜기,315G
15448,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기 컵밥 수원식갈비탕밥 311G,오뚜기,311G
25429,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기 컵밥 참치마요덮밥 247G,오뚜기,247G
25426,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기 컵밥 춘천닭갈비덮밥 310G,오뚜기,310G
15449,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기 컵밥 햄버그덮밥 310G,오뚜기,310G
25427,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기 컵밥 허니갈릭치밥 310G,오뚜기,310G
65419,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기맛있는오뚜기김치참치덮밥,오뚜기,310G
65414,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기맛있는오뚜기된장짜글이밥,오뚜기,310G
65423,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기맛있는오뚜기뚝배기불고기밥,오뚜기,320G
65418,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기맛있는오뚜기매콤낙지덮밥,오뚜기,280G
65422,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기맛있는오뚜기볼케이노치밥,오뚜기,310G
65417,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기맛있는오뚜기원조맛집김치찌개밥,오뚜기,310G
65420,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기맛있는오뚜기의정부식부대찌개밥,오뚜기,311G
65415,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기맛있는오뚜기전주식돌솥비빔밥,오뚜기,269G
65413,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기맛있는오뚜기진짬뽕밥,오뚜기,217.5G
65421,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기맛있는오뚜기차돌강된장보리밥,오뚜기,310G
65412,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기맛있는오뚜기텁밥오삼불고기덮밥,오뚜기,310G
65416,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기맛있는오뚜기톡톡김치알밥,오뚜기,222G
65046,Training|Validation,상온HMR,레토르트,즉석밥,오뚜기컵밥제육덮밥,오뚜기,310G
15835,Training|Validation,상온HMR,레토르트,즉석밥,한일식품 혼면혼밥본고장김치칼국수&밥 274.5G,한일식품,274.5G
15834,Training|Validation,상온HMR,레토르트,즉석밥,한일식품 혼면혼밥본고장바지락칼국수&밥 276.5G,한일식품,276.5G
15028,Training|Validation,상온HMR,레토르트,즉석스프,보노 체다치즈스프 63G,기타,63G
15029,Training|Validation,상온HMR,레토르트,즉석스프,보노 포르치니 버섯스프 54G,기타,54G
15789,Training|Validation,상온HMR,레토르트,즉석스프,매일유업 상하목장양송이크림스프 450G,매일유업,450G
55783,Training|Validation,상온HMR,레토르트,즉석스프,매일유업)상하목장단호박크림스프3개입(액상형),매일유업,450G
55782,Training|Validation,상온HMR,레토르트,즉석스프,매일유업)상하목장클램차우더스프3개입(액상형),매일유업,450G
35282,Training|Validation,상온HMR,레토르트,즉석스프,샘표)폰타나스위트콘크림수프180G,샘표,180G
35572,Training|Validation,상온HMR,레토르트,즉석스프,엠디에스코리아)양송이스프,엠디에스코리아,230G
55658,Training|Validation,상온HMR,레토르트,즉석스프,엠디에스코리아피코크단호박스프,엠디에스코리아,230G
35570,Training|Validation,상온HMR,레토르트,즉석스프,오뚜기)양송이크림스프,오뚜기,270G
35571,Training|Validation,상온HMR,레토르트,즉석스프,오뚜기)콘크림스프,오뚜기,270G
65669,Training|Validation,상온HMR,레토르트,즉석스프,오뚜기베이컨감자스프,오뚜기,270G
15409,Training|Validation,상온HMR,레토르트,즉석스프,오뚜기베이컨포테이토스프,오뚜기,270G
15795,Training|Validation,상온HMR,레토르트,즉석스프,이마트 피코크 밥한그릇뚝딱바로먹는짜장 200G,이마트,200G
15721,Training|Validation,상온HMR,레토르트,즉석스프,이마트 피코크 클램차우더스프 230G,이마트,230G
75068,Training|Validation,상온HMR,레토르트,즉석스프,진성에프엠폰타나그릴드머쉬룸크림스프,진성에프엠,180G
75066,Training|Validation,상온HMR,레토르트,즉석스프,진성에프엠폰타나스위트펌킨크림스프,진성에프엠,180G
75067,Training|Validation,상온HMR,레토르트,즉석스프,진성에프엠폰타나크리미포테이토치즈스프,진성에프엠,180G
25121,Training|Validation,상온HMR,레토르트,즉석죽,CJ 비비고 녹두닭죽 450G,CJ제일제당,450G
25120,Training|Validation,상온HMR,레토르트,즉석죽,CJ 비비고 동지팥죽 450G,CJ제일제당,450G
15463,Training|Validation,상온HMR,레토르트,즉석죽,CJ 비비고 불낙죽 450G,CJ제일제당,450G
15102,Training|Validation,상온HMR,레토르트,즉석죽,CJ 비비고 새우계란죽 450G,CJ제일제당,450G
55996,Training|Validation,상온HMR,레토르트,즉석죽,CJ)비비고누룽지닭백숙죽280G,CJ제일제당,280G
55995,Training|Validation,상온HMR,레토르트,즉석죽,CJ)비비고통단팥죽280G,CJ제일제당,280G
55070,Training|Validation,상온HMR,레토르트,즉석죽,CJ비비고소고기죽450G,CJ제일제당,450G
65077,Training|Validation,상온HMR,레토르트,즉석죽,CJ비비고통단팥죽450G,CJ제일제당,450G
35566,Training|Validation,상온HMR,레토르트,즉석죽,교동식품)진한시골장터국,교동식품,500G
25590,Training|Validation,상온HMR,레토르트,즉석죽,금광약초 건강에미치다 누룽지재료 160G,금광약초,160G
15288,Training|Validation,상온HMR,레토르트,즉석죽,본아이에프 본죽 일품쇠고기미역죽500G,기타,500G
15092,Training|Validation,상온HMR,레토르트,즉석죽,양반 수라 낙지김치죽 420G,기타,420G
15091,Training|Validation,상온HMR,레토르트,즉석죽,양반 수라 녹두 삼계전복죽 420G,기타,420G
45116,Training|Validation,상온HMR,레토르트,즉석죽,남양 맘스쿠킹 된장찌개진밥100G,남양유업,100G
35112,Training|Validation,상온HMR,레토르트,즉석죽,남양 맘스쿠킹 전복과표고버섯 100G,남양유업,100G
65106,Training|Validation,상온HMR,레토르트,즉석죽,남양맘스쿠킹닭가슴살과채소,남양유업,100G
65101,Training|Validation,상온HMR,레토르트,즉석죽,남양맘스쿠킹소불고기진밥,남양유업,100G
55093,Training|Validation,상온HMR,레토르트,즉석죽,남양맘스쿠킹순두부찌개진밥,남양유업,100G
45115,Training|Validation,상온HMR,레토르트,즉석죽,거버 2단계이유식 오가닉당근사과망고99G,네슬레거버,99G
45114,Training|Validation,상온HMR,레토르트,즉석죽,거버 이유식 오가닉바나나딸기라즈베리믹스그레인99G,네슬레거버,99G
35108,Training|Validation,상온HMR,레토르트,즉석죽,거버2단계이유식 오가닉망고90G,네슬레거버,90G
35111,Training|Validation,상온HMR,레토르트,즉석죽,거버2단계이유식 오가닉배블루베리사과아보카도 99G,네슬레거버,99G
35109,Training|Validation,상온HMR,레토르트,즉석죽,거버2단계이유식 오가닉배사과바나나90G,네슬레거버,90G
65111,Training|Validation,상온HMR,레토르트,즉석죽,거버2단계이유식오가닉사과바나나블루베리블랙베리,네슬레거버,90G
35110,Training|Validation,상온HMR,레토르트,즉석죽,거버오가닉2단계 사과라즈베리아사이베리99G,네슬레거버,99G
65102,Training|Validation,상온HMR,레토르트,즉석죽,네슬레코리아거버1단계이유식오가닉배,네슬레코리아,90G
55099,Training|Validation,상온HMR,레토르트,즉석죽,네슬레코리아거버1단계이유식오가닉사과,네슬레코리아,90G
65195,Training|Validation,상온HMR,레토르트,즉석죽,네슬레코리아거버2단계이유식바나나블랙베리블루베리,네슬레코리아,226G
55094,Training|Validation,상온HMR,레토르트,즉석죽,네슬레코리아거버2단계이유식배망고아보카도,네슬레코리아,99G
65103,Training|Validation,상온HMR,레토르트,즉석죽,네슬레코리아거버2단계이유식오가닉바나나아사이베리믹스그레인,네슬레코리아,99G
30206,Training|Validation,상온HMR,레토르트,즉석죽,동원 양반 쇠고기죽,동원F&B,420g
40224,Training|Validation,상온HMR,레토르트,즉석죽,동원 양반 전복죽,동원F&B,420g
35449,Training|Validation,상온HMR,레토르트,즉석죽,동원)야채참치죽,동원F&B,420G
50132,Training|Validation,상온HMR,레토르트,즉석죽,동원)양반단호박죽287.5G,동원F&B,285G
40175,Training|Validation,상온HMR,레토르트,즉석죽,동원)양반밤단팥죽280G,동원F&B,280G
35431,Training|Validation,상온HMR,레토르트,즉석죽,동원)양반참치죽,동원F&B,420G
45436,Training|Validation,상온HMR,레토르트,즉석죽,동원)양반참치죽,동원F&B,420G
35101,Training|Validation,상온HMR,레토르트,즉석죽,동원F&B)야채죽287.5G,동원F&B,287.5G
35077,Training|Validation,상온HMR,레토르트,즉석죽,동원F&B)양반수라차돌삼합죽420G,동원F&B,420G
65105,Training|Validation,상온HMR,레토르트,즉석죽,동원양반단호박죽,동원F&B,420G
55101,Training|Validation,상온HMR,레토르트,즉석죽,동원양반들깨닭죽,동원F&B,270G
55102,Training|Validation,상온HMR,레토르트,즉석죽,동원양반백합죽,동원F&B,271.5G
50134,Training|Validation,상온HMR,레토르트,즉석죽,동원양반쇠고기죽287.5G,동원F&B,285G
55104,Training|Validation,상온HMR,레토르트,즉석죽,동원양반수라문어해물죽,동원F&B,420G
50133,Training|Validation,상온HMR,레토르트,즉석죽,동원양반전복죽287.5G,동원F&B,287.5G
26046,Training|Validation,상온HMR,레토르트,즉석죽,롯데푸드 파스퇴르아이생각한우감자당근진밥180G,롯데푸드,180G
26048,Training|Validation,상온HMR,레토르트,즉석죽,롯데푸드 파스퇴르아이생각한우근대새송이버섯진밥180G,롯데푸드,180G
26047,Training|Validation,상온HMR,레토르트,즉석죽,롯데푸드 파스퇴르아이생각한우단호박새송이버섯진밥180G,롯데푸드,180G
26049,Training|Validation,상온HMR,레토르트,즉석죽,롯데푸드 파스퇴르아이생각한우당근비타민채묽은죽180G,롯데푸드,180G
26043,Training|Validation,상온HMR,레토르트,즉석죽,롯데푸드 파스퇴르아이생각한우당근애호박죽180G,롯데푸드,180G
26044,Training|Validation,상온HMR,레토르트,즉석죽,롯데푸드 파스퇴르아이생각한우새송이버섯시금치죽180G,롯데푸드,180G
35988,Training|Validation,상온HMR,레토르트,즉석죽,롯데푸드)아이생각닭가슴살브로콜리양파진밥,롯데푸드,180G
35113,Training|Validation,상온HMR,레토르트,즉석죽,매일 맘마밀 안심이유식 브로콜리와닭가슴살 100G,매일유업,100G
35115,Training|Validation,상온HMR,레토르트,즉석죽,매일 맘마밀 안심이유식 퓨레 바나나와단호박 100G,매일유업,100G
35114,Training|Validation,상온HMR,레토르트,즉석죽,매일 맘마밀 안심이유식 퓨레 사과와고구마 100G,매일유업,100G
55092,Training|Validation,상온HMR,레토르트,즉석죽,매일맘마밀안심이유식시금치와연근소고기,매일유업,100G
45191,Training|Validation,상온HMR,레토르트,즉석죽,미국)거버2단계이유식-멀티그레인시리얼227G,미국,227G
55285,Training|Validation,상온HMR,레토르트,즉석죽,본아이에프본죽일품전복죽,본아이에,500G
65299,Training|Validation,상온HMR,레토르트,즉석죽,본죽약서삼계죽,본죽약서,500G
80180,Training|Validation,상온HMR,레토르트,즉석죽,비비고 들깨버섯죽,비비고,450g
70203,Training|Validation,상온HMR,레토르트,즉석죽,비비고버섯야채죽280g,비비고버,280g
35276,Training|Validation,상온HMR,레토르트,즉석죽,선양송탄공장)본죽일품참치야채죽500G,선양송탄공장,500G
65433,Training|Validation,상온HMR,레토르트,즉석죽,설빙단팥죽(비닐),설빙단팥,400G
65411,Training|Validation,상온HMR,레토르트,즉석죽,시아스새알심단호박죽,시아스새,450G
35438,Training|Validation,상온HMR,레토르트,즉석죽,씨제이)비비고단호박죽,씨제이제일제당,450G
45423,Training|Validation,상온HMR,레토르트,즉석죽,씨제이)비비고버섯야채죽,씨제이제일제당,450G
56034,Training|Validation,상온HMR,레토르트,즉석죽,씨제이제일제당)비비고3가지해산물이듬뿍삼선해물죽,씨제이제일제당,450G
66140,Training|Validation,상온HMR,레토르트,즉석죽,씨제이제일제당)비비고단호박죽,씨제이제일제당,280G
66141,Training|Validation,상온HMR,레토르트,즉석죽,씨제이제일제당)비비고버섯야채죽,씨제이제일제당,280G
66138,Training|Validation,상온HMR,레토르트,즉석죽,씨제이제일제당)비비고소고기죽,씨제이제일제당,280G
66142,Training|Validation,상온HMR,레토르트,즉석죽,씨제이제일제당)비비고전복죽,씨제이제일제당,280G
66139,Training|Validation,상온HMR,레토르트,즉석죽,씨제이제일제당)비비고흑임자죽,씨제이제일제당,280G
65432,Training|Validation,상온HMR,레토르트,즉석죽,씨제이제일제당비비고관자새우소라삼선해물죽(비닐),씨제이제일제당,450G
65431,Training|Validation,상온HMR,레토르트,즉석죽,씨제이제일제당비비고낙지김치죽(비닐),씨제이제일제당,450G
65452,Training|Validation,상온HMR,레토르트,즉석죽,씨제이제일제당비비고전복죽,씨제이제일제당,450G
40173,Training|Validation,상온HMR,레토르트,즉석죽,양반가평잣죽287.5G,양반,287.5G
65449,Training|Validation,상온HMR,레토르트,즉석죽,양반밤단팥죽,양반,420G
35565,Training|Validation,상온HMR,레토르트,즉석죽,엠디에스코리아)부안뽕잎바지락죽,엠디에스코리아,450G
55657,Training|Validation,상온HMR,레토르트,즉석죽,엠디에스코리아피코크단팥죽,엠디에스코리아,450G
10245,Training|Validation,상온HMR,레토르트,즉석죽,오뚜기 오즈키친 버섯불고기죽,오뚜기,450g
90218,Training|Validation,상온HMR,레토르트,즉석죽,오뚜기 오즈키친 영양닭죽,오뚜기,450g
90219,Training|Validation,상온HMR,레토르트,즉석죽,오뚜기 오즈키친 전복죽,오뚜기,450g
40102,Training|Validation,상온HMR,레토르트,즉석죽,오뚜기)영양닭죽285G,오뚜기,285G
35445,Training|Validation,상온HMR,레토르트,즉석죽,오뚜기)오즈키친단호박죽,오뚜기,450G
35443,Training|Validation,상온HMR,레토르트,즉석죽,오뚜기)오즈키친동지팥죽,오뚜기,450G
35442,Training|Validation,상온HMR,레토르트,즉석죽,오뚜기)오즈키친송이버섯죽,오뚜기,450G
35444,Training|Validation,상온HMR,레토르트,즉석죽,오뚜기)오즈키친진짬뽕죽,오뚜기,450G
35448,Training|Validation,상온HMR,레토르트,즉석죽,오뚜기)유산슬죽,오뚜기,450G
50165,Training|Validation,상온HMR,레토르트,즉석죽,오뚜기옛날야채죽85G,오뚜기,85G
65402,Training|Validation,상온HMR,레토르트,즉석죽,오뚜기오즈키친트러플전복죽,오뚜기,450G
15428,Training|Validation,상온HMR,레토르트,즉석죽,유동 골뱅이죽야채 420G,유성물산교역,420G
65448,Training|Validation,상온HMR,레토르트,즉석죽,유동골뱅이죽버섯,유성물산교역,420G
25692,Training|Validation,상온HMR,레토르트,즉석죽,이마트 피코크 단호박죽 450G,이마트,500G
25691,Training|Validation,상온HMR,레토르트,즉석죽,이마트 피코크 소고기죽 450G,이마트,450G
25693,Training|Validation,상온HMR,레토르트,즉석죽,이마트 피코크 전복죽 450G,이마트,450G
45421,Training|Validation,상온HMR,레토르트,즉석죽,홈플러스)사골소고기죽,홈플러스,450G
45420,Training|Validation,상온HMR,레토르트,즉석죽,홈플러스)차돌된장죽,홈플러스,450G
65453,Training|Validation,상온HMR,레토르트,즉석죽,홈플러스새알심통팥죽,홈플러스,450G
85009,Training|Validation,상온HMR,레토르트,즉석카레짜장,동원홈푸드밥한그릇뚝딱사천짜장,동원홈푸드,180G
35989,Training|Validation,상온HMR,레토르트,즉석카레짜장,롯데푸드)아이생각닭가슴살짜장소스,롯데푸드,180G
15459,Training|Validation,상온HMR,레토르트,즉석카레짜장,오뚜기 3분짜장 6개입 1200G,오뚜기,1200G
50138,Training|Validation,상온HMR,레토르트,즉석카레짜장,오뚜기3분쇠고기짜장200G,오뚜기,200G
60161,Training|Validation,상온HMR,레토르트,즉석카레짜장,오뚜기3분쇠고기카레200G,오뚜기,200G
20208,Training|Validation,상온HMR,레토르트,즉석카레짜장,오뚜기3분짜장200G,오뚜기,200G
50137,Training|Validation,상온HMR,레토르트,즉석카레짜장,오뚜기3분카레매운맛200G,오뚜기,200G
50136,Training|Validation,상온HMR,레토르트,즉석카레짜장,오뚜기3분카레순한맛200G,오뚜기,200G
50135,Training|Validation,상온HMR,레토르트,즉석카레짜장,오뚜기3분카레약간매운맛200G,오뚜기,200G
55239,Training|Validation,상온HMR,레토르트,즉석카레짜장,오뚜기크래프트짜장,오뚜기,180G
55980,Training|Validation,상온HMR,레토르트,즉석카레짜장,원일식품)요리하다새우간짜장,원일식품,130G
35594,Training|Validation,상온HMR,레토르트,즉석카레짜장,이마트 피코크 바로먹는짜장 200G,이마트,200G
10224,Training|Validation,상온HMR,레토르트,즉석카레짜장,청정원카레여왕(분말)구운마늘양파108G,청정원,108G
55205,Training|Validation,상온HMR,식용유,참기름/들기름,CJ백설100%통들깨들기름,CJ제일제당,300ML
10316,Training|Validation,상온HMR,병통조림,참치통조림,동원 살코기참치 250G,동원F&B,250G
40244,Training|Validation,상온HMR,병통조림,참치통조림,사조 고추참치,사조,150G
20256,Training|Validation,상온HMR,병통조림,참치통조림,오뚜기 고추참치,오뚜기,150G
65684,Training|Validation,상온HMR,잡곡,찹쌀,농업회사법인(유)광복)찰진윤기가오래지속되는화선찹쌀,농업회사법인광복,1KG
45432,Training|Validation,상온HMR,잡곡,찹쌀,한국라이스텍)찹쌀,한국라이스텍,850G
15291,Training|Validation,상온HMR,병통조림,채소병통조림,고야 다진고추를채운올리브149G,기타,149G
65273,Training|Validation,상온HMR,병통조림,채소병통조림,투카스할리피뇨슬라이스,기타,335G
65821,Training|Validation,상온HMR,병통조림,채소병통조림,동남상사)세빌프리미엄블랙올리브(피티드),동남상사,170G
55698,Training|Validation,상온HMR,병통조림,채소병통조림,동서리치스오이피클,동서식품,80G
65274,Training|Validation,상온HMR,병통조림,채소병통조림,라세빌라나블랙올리브,라세빌라,370G
65275,Training|Validation,상온HMR,병통조림,채소병통조림,라세빌라나케이퍼,라세빌라,100G
90217,Training|Validation,상온HMR,병통조림,채소병통조림,미니오이피클500g,미니오이,500g
35258,Training|Validation,상온HMR,병통조림,채소병통조림,베트남)미니오이피클500G,베트남,500G
35257,Training|Validation,상온HMR,병통조림,채소병통조림,베트남)홀스위트피클680G,베트남,680G
45780,Training|Validation,상온HMR,병통조림,채소병통조림,삼경프라자)델몬트슈퍼스위트콘,삼경프라자,380G
55277,Training|Validation,상온HMR,병통조림,채소병통조림,세방스위트피클슬라이스,세방스위,340G
45218,Training|Validation,상온HMR,병통조림,채소병통조림,세방유통)케이퍼110G,세방유통,110G
55278,Training|Validation,상온HMR,병통조림,채소병통조림,세방할라페뇨슬라이스,세방할라,540G
35260,Training|Validation,상온HMR,병통조림,채소병통조림,스페인)그린올리브420G,스페인,420G
35259,Training|Validation,상온HMR,병통조림,채소병통조림,스페인)슬라이스블랙올리브420G,스페인,420G
35263,Training|Validation,상온HMR,병통조림,채소병통조림,스페인)홀그린퀸올리브359G,스페인,359G
45744,Training|Validation,상온HMR,병통조림,채소병통조림,신세계푸드)피티드그린올리브절임,신세계푸드,350G
